"Date","Record Number","Record Type","Project Name","Status","Short Notes",
"11/29/2017","P17BP07307","Building Permit","Commercial Building New","Withdrawn",,
"11/29/2017","P17BP07304","Building Permit","Single Family Residence Addition","Issued",,
"11/29/2017","P17BP07303","Building Permit","Single Family Residence Addition","Final",,
"11/29/2017","P17BP07302","Building Permit","Single Family Residence Addition","Final",,
"11/29/2017","P17BP07292","Building Permit","Single Family Residence Alteration","Final",,
"11/29/2017","P17BP07291","Building Permit","Tenant Improvement","C of O",,
"11/28/2017","P17BP07285","Building Permit","Single Family Residence Alteration","Final",,
"11/28/2017","P17BP07282","Building Permit","Single Family Residence Alteration","Permit Expired",,
"11/28/2017","P17BP07281","Building Permit","Single Family Residence Addition","Final",,
"11/28/2017","P17BP07271","Building Permit","Single Family Residence Addition","Final",,
"11/28/2017","P17BP07267","Building Permit","Single Family Residence Addition","Final",,
"11/28/2017","P17BP07266","Building Permit","Single Family Residence New","Final",,
"11/28/2017","P17BP07265","Building Permit","Single Family Residence New","Final",,
"11/28/2017","P17BP07260","Building Permit","Single Family Residence New","Final",,
"11/27/2017","P17BP07254","Building Permit","Single Family Residence Addition","Final",,
"11/27/2017","P17BP07246","Building Permit","Single Family Residence Addition","Final",,
"11/27/2017","P17BP07245","Building Permit","Single Family Residence New","Final",,
"11/27/2017","P17BP07244","Building Permit","Single Family Residence New","Final",,
"11/27/2017","P17BP07242","Building Permit","Single Family Residence Alteration","Final",,
"11/27/2017","P17BP07241","Building Permit","Single Family Residence New","Issued",,
"11/27/2017","P17BP07240","Building Permit","Single Family Residence New","Final",,
"11/27/2017","P17BP07238","Building Permit","Single Family Residence Alteration","Final",,
"11/27/2017","P17BP07237","Building Permit","Tenant Improvement","Final",,
"11/27/2017","P17BP07235","Building Permit","Single Family Residence New","Final",,
"11/27/2017","P17BP07234","Building Permit","Single Family Residence New","Final",,
"11/27/2017","P17BP07233","Building Permit","Single Family Residence New","Final",,
"11/27/2017","P17BP07230","Building Permit","Single Family Residence Addition","Issued",,
"11/27/2017","P17BP07228","Building Permit","Commercial Building Other","Final",,
"11/27/2017","P17BP07227","Building Permit","Single Family Residence Addition","Permit Expired",,
"11/27/2017","P17BP07226","Building Permit","Single Family Residence Addition","Application Expired",,
"11/27/2017","P17BP07225","Building Permit","Single Family Residence Addition","Application Expired",,
"11/22/2017","P17BP07219","Building Permit","Single Family Residence New","Issued",,
"11/22/2017","P17BP07218","Building Permit","Single Family Residence New","Final",,
"11/22/2017","P17BP07217","Building Permit","Single Family Residence New","Final",,
"11/22/2017","P17BP07215","Building Permit","Single Family Residence New","Application Expired",,
"11/22/2017","P17BP07213","Building Permit","Commercial Building Other","Final",,
"11/22/2017","P17BP07208","Building Permit","Commercial Building Other","Final",,
"11/22/2017","P17BP07203","Building Permit","Single Family Residence Addition","Permit Expired",,
"11/21/2017","P17BP07197","Building Permit","Commercial Building Other","Final",,
"11/21/2017","P17BP07196","Building Permit","Commercial Building Other","Final",,
"11/21/2017","P17BP07195","Building Permit","Single Family Residence New","Approved",,
"11/21/2017","P17BP07193","Building Permit","Single Family Residence Addition","Final",,
"11/21/2017","P17BP07188","Building Permit","Single Family Residence New","Final",,
"11/21/2017","P17BP07186","Building Permit","Single Family Residence Addition","Final",,
"11/21/2017","P17BP07184","Building Permit","Single Family Residence Other","Permit Expired",,
"11/21/2017","P17BP07182","Building Permit","Single Family Residence New","Issued",,
"11/21/2017","P17BP07181","Building Permit","Single Family Residence Addition","Issued",,
"11/21/2017","P17BP07178","Building Permit","Single Family Residence New","Withdrawn",,
"11/20/2017","P17BP07175","Building Permit","Single Family Residence Other","Final",,
"11/20/2017","P17BP07174","Building Permit","Single Family Residence Addition","Final",,
"11/20/2017","P17BP07173","Building Permit","Multi-Family Residence Other","Final",,
"11/20/2017","P17BP07171","Building Permit",,"Final",,
"11/20/2017","P17BP07170","Building Permit","Single Family Residence New","Final",,
"11/20/2017","P17BP07169","Building Permit","Single Family Residence New","Final",,
"11/20/2017","P17BP07167","Building Permit","Single Family Residence Alteration","Permit Expired",,
"11/20/2017","P17BP07162","Building Permit","Commercial Building Addition","Final",,
"11/20/2017","P17BP07158","Building Permit","Single Family Residence New","Final",,
"11/20/2017","P17BP07153","Building Permit","Commercial Building Alteration","C of O",,
"11/20/2017","P17BP07151","Building Permit","Single Family Residence Alteration","Final",,
"11/17/2017","P17BP07145","Building Permit","Single Family Residence Addition","Permit Expired",,
"11/17/2017","P17BP07138","Building Permit","Single Family Residence Addition","Void",,
"11/17/2017","P17BP07133","Building Permit","Single Family Residence New","Application Expired",,
"11/16/2017","P17BP07128","Building Permit","Single Family Residence Addition","Final",,
"11/16/2017","P17BP07127","Building Permit","Single Family Residence New","Final",,
"11/16/2017","P17BP07123","Building Permit","Single Family Residence Addition","Final",,
"11/16/2017","P17BP07122","Building Permit","Single Family Residence Alteration","Final",,
"11/16/2017","P17BP07121","Building Permit","Single Family Residence Addition","Final",,
"11/16/2017","P17BP07120","Building Permit","Commercial Building Other","Final",,
"11/16/2017","P17BP07114","Building Permit","Commercial Building Other","Permit Expired",,
"11/16/2017","P17BP07112","Building Permit","Commercial Building Other","Final",,
"11/16/2017","P17BP07107","Building Permit","Single Family Residence Alteration","Final",,
"11/16/2017","P17BP07103","Building Permit","Multi-Family Residence Alteration","Final",,
"11/16/2017","P17BP07102","Building Permit","Commercial Building Other","Application Expired",,
"11/16/2017","P17BP07099","Building Permit","Single Family Residence Addition","Issued",,
"11/16/2017","P17BP07098","Building Permit","Single Family Residence New","Final",,
"11/15/2017","P17BP07095","Building Permit","Single Family Residence Addition","Final",,
"11/15/2017","P17BP07093","Building Permit","Commercial Building Alteration","Final",,
"11/15/2017","P17BP07090","Building Permit","Single Family Residence New","Final",,
"11/15/2017","P17BP07087","Building Permit","Single Family Residence New","Final",,
"11/15/2017","P17BP07080","Building Permit","Single Family Residence New","Issued",,
"11/15/2017","P17BP07079","Building Permit","Single Family Residence Other","Final",,
"11/15/2017","P17BP07078","Building Permit","Single Family Residence New","Final",,
"11/15/2017","P17BP07074","Building Permit","Single Family Residence Other","Final",,
"11/15/2017","P17BP07071","Building Permit","Single Family Residence New","Application Expired",,
"11/15/2017","P17BP07070","Building Permit","Single Family Residence Addition","Final",,
"11/15/2017","P17BP07066","Building Permit","Single Family Residence Addition","Issued",,
"11/15/2017","P17BP07064","Building Permit","Single Family Residence Addition","Final",,
"11/15/2017","P17BP07063","Building Permit","Commercial Building Other","Final",,
"11/15/2017","P17BP07059","Building Permit","Tenant Improvement","C of O",,
"11/15/2017","P17BP07058","Building Permit","Single Family Residence New","Permit Expired",,
"11/15/2017","P17BP07054","Building Permit","Commercial Building Other","Final",,
"11/15/2017","P17BP07053","Building Permit","Commercial Building Other","Final",,
"11/14/2017","P17BP07044","Building Permit","Commercial Building Other","Permit Expired",,
"11/14/2017","P17BP07038","Building Permit","Single Family Residence Addition","Issued",,
"11/14/2017","P17BP07037","Building Permit","Single Family Residence Addition","Application Expired",,
"11/14/2017","P17BP07030","Building Permit","Single Family Residence Addition","Final",,
"11/14/2017","P17BP07029","Building Permit","Single Family Residence Addition","Final",,
"11/14/2017","P17BP07023","Building Permit","Single Family Residence New","Final",,
"11/14/2017","P17BP07021","Building Permit","Single Family Residence Addition","Final",,
"11/14/2017","P17BP07020","Building Permit","Single Family Residence Addition","Final",,
"11/14/2017","P17BP07007","Building Permit","Single Family Residence Alteration","Final",,
"11/14/2017","P17BP07001","Building Permit","Commercial Building Alteration","Void",,
"11/14/2017","P17BP06995","Building Permit","Single Family Residence Addition","Issued",,
"11/14/2017","P17BP06990","Building Permit","Single Family Residence Addition","Final",,
"11/14/2017","P17BP06985","Building Permit","Single Family Residence Alteration","Final",,
"11/14/2017","P17BP06984","Building Permit","Single Family Residence New","Issued",,
"11/14/2017","P17BP06983","Building Permit","Single Family Residence Addition","Final",,
"11/14/2017","P17BP06982","Building Permit","Single Family Residence Other","Final",,
"11/14/2017","P17BP06980","Building Permit","Single Family Residence Addition","Final",,
"11/14/2017","P17BP06975","Building Permit","Single Family Residence New","Final",,
"11/14/2017","P17BP06973","Building Permit","Single Family Residence New","Issued",,
"11/13/2017","P17BP06971","Building Permit","Single Family Residence New","Final",,
"11/13/2017","P17BP06967","Building Permit","Single Family Residence Addition","Issued",,
"11/13/2017","P17BP06965","Building Permit","Single Family Residence Alteration","Final",,
"11/13/2017","P17BP06964","Building Permit","Adult Care Home - Rodriquez - W. Raintree Dr.","C of O",,
"11/13/2017","P17BP06962","Building Permit","Single Family Residence New","Final",,
"11/13/2017","P17BP06960","Building Permit","Single Family Residence Alteration","Final",,
"11/13/2017","P17BP06959","Building Permit","Single Family Residence Alteration","Final",,
"11/13/2017","P17BP06958","Building Permit","Single Family Residence Addition","Final",,
"11/13/2017","P17BP06957","Building Permit","Single Family Residence Addition","Permit Expired",,
"11/09/2017","P17BP06940","Building Permit","Single Family Residence Addition","Final",,
"11/09/2017","P17BP06934","Building Permit","Single Family Residence Addition","Application Expired",,
"11/09/2017","P17BP06931","Building Permit","Single Family Residence Alteration","Final",,
"11/09/2017","P17BP06926","Building Permit","Single Family Residence Addition","Final",,
"11/09/2017","P17BP06924","Building Permit","Single Family Residence Addition","Application Expired",,
"11/08/2017","P17BP06920","Building Permit","Single Family Residence Addition","Permit Expired",,
"11/08/2017","P17BP06919","Building Permit","Single Family Residence Addition","Permit Expired",,
"11/08/2017","P17BP06917","Building Permit","Single Family Residence New","Issued",,
"11/08/2017","P17BP06915","Building Permit","Commercial Building Alteration","Issued",,
"11/08/2017","P17BP06910","Building Permit","Commercial Building Other","Permit Expired",,
"11/08/2017","P17BP06908","Building Permit","Single Family Residence Addition","Final",,
"11/08/2017","P17BP06904","Building Permit","Single Family Residence New","Issued",,
"11/08/2017","P17BP06903","Building Permit","Single Family Residence Addition","Final",,
"11/08/2017","P17BP06902","Building Permit","Single Family Residence Addition","Final",,
"11/08/2017","P17BP06901","Building Permit","Single Family Residence Addition","Final",,
"11/08/2017","P17BP06899","Building Permit","Single Family Residence Addition","Final",,
"11/08/2017","P17BP06897","Building Permit","Single Family Residence Addition","Issued",,
"11/08/2017","P17BP06896","Building Permit","Single Family Residence New","Final",,
"11/08/2017","P17BP06890","Building Permit","Commercial Building Other","Final",,
"11/07/2017","P17BP06889","Building Permit","Commercial Building Addition","Application Expired",,
"11/07/2017","P17BP06888","Building Permit","Commercial Building Addition","Application Expired",,
"11/07/2017","P17BP06887","Building Permit","Single Family Residence New","Withdrawn",,
"11/07/2017","P17BP06879","Building Permit","Tenant Improvement","C of O",,
"11/07/2017","P17BP06876","Building Permit","Single Family Residence New","Final",,
"11/07/2017","P17BP06872","Building Permit","Single Family Residence New","Final",,
"11/07/2017","P17BP06857","Building Permit","Single Family Residence Other","Final",,
"11/07/2017","P17BP06855","Building Permit","Single Family Residence Addition","Final",,
"11/07/2017","P17BP06854","Building Permit","Single Family Residence Alteration","Final",,
"11/07/2017","P17BP06852","Building Permit","Single Family Residence Addition","Issued",,
"11/06/2017","P17BP06851","Building Permit","Single Family Residence Addition","Issued",,
"11/06/2017","P17BP06849","Building Permit","Single Family Residence Addition","Issued",,
"11/06/2017","P17BP06847","Building Permit","Commercial Building Alteration","C of O",,
"11/06/2017","P17BP06845","Building Permit","Single Family Residence Addition","Final",,
"11/06/2017","P17BP06842","Building Permit","Single Family Residence New","Final",,
"11/06/2017","P17BP06840","Building Permit","Single Family Residence New","Issued",,
"11/06/2017","P17BP06839","Building Permit","Single Family Residence New","Final",,
"11/06/2017","P17BP06836","Building Permit","Single Family Residence Alteration","Application Expired",,
"11/06/2017","P17BP06835","Building Permit","Single Family Residence Other","Final",,
"11/06/2017","P17BP06832","Building Permit","Single Family Residence Addition","Final",,
"11/06/2017","P17BP06826","Building Permit","Single Family Residence Addition","Final",,
"11/06/2017","P17BP06824","Building Permit","Single Family Residence Addition","Final",,
"11/06/2017","P17BP06823","Building Permit","Single Family Residence Addition","Application Expired",,
"11/06/2017","P17BP06822","Building Permit","Single Family Residence Addition","Final",,
"11/03/2017","P17BP06816","Building Permit","Single Family Residence New","Final",,
"11/03/2017","P17BP06811","Building Permit","Single Family Residence Addition","Final",,
"11/03/2017","P17BP06810","Building Permit","Commercial Building Other","Permit Expired",,
"11/03/2017","P17BP06799","Building Permit","Commercial Building Other","Final",,
"11/03/2017","P17BP06798","Building Permit","Single Family Residence Addition","Final",,
"11/02/2017","P17BP06792","Building Permit","Single Family Residence Addition","Final",,
"11/02/2017","P17BP06789","Building Permit","Single Family Residence Addition","Permit Expired",,
"11/02/2017","P17BP06788","Building Permit","Single Family Residence Addition","Issued",,
"11/02/2017","P17BP06786","Building Permit","Single Family Residence Addition","Permit Expired",,
"11/02/2017","P17BP06784","Building Permit","Single Family Residence Addition","Final",,
"11/02/2017","P17BP06783","Building Permit","Single Family Residence Other","Final",,
"11/02/2017","P17BP06777","Building Permit","Single Family Residence Addition","Final",,
"11/02/2017","P17BP06773","Building Permit","Commercial Building Other","Final",,
"11/02/2017","P17BP06771","Building Permit","Single Family Residence New","Final",,
"11/02/2017","P17BP06770","Building Permit","Single Family Residence New","Final",,
"11/01/2017","P17BP06767","Building Permit","Commercial Building Other","Issued",,
"11/01/2017","P17BP06766","Building Permit","Commercial Building Other","Final",,
"11/01/2017","P17BP06765","Building Permit","Commercial Building Other","Final",,
"11/01/2017","P17BP06762","Building Permit","Single Family Residence New","Issued",,
"11/01/2017","P17BP06761","Building Permit","Single Family Residence Other","Final",,
"11/01/2017","P17BP06757","Building Permit","Single Family Residence New","Final",,
"11/01/2017","P17BP06754","Building Permit","Single Family Residence New","Permit Expired",,
"11/01/2017","P17BP06753","Building Permit","Single Family Residence New","Permit Expired",,
"11/01/2017","P17BP06752","Building Permit","Tenant Improvement","C of O",,
"11/01/2017","P17BP06738","Building Permit","Single Family Residence Addition","Permit Expired",,
"11/01/2017","P17BP06736","Building Permit","Single Family Residence Alteration","Permit Expired",,
"10/31/2017","P17BP06731","Building Permit","Single Family Residence New","Final",,
"10/31/2017","P17BP06729","Building Permit","Single Family Residence New","Final",,
"10/31/2017","P17BP06726","Building Permit","Commercial Building Alteration","C of O",,
"10/31/2017","P17BP06725","Building Permit","Single Family Residence Addition","Issued",,
"10/31/2017","P17BP06724","Building Permit","Single Family Residence New","Issued",,
"10/31/2017","P17BP06719","Building Permit","Single Family Residence Alteration","Final",,
"10/31/2017","P17BP06715","Building Permit","Single Family Residence Addition","Application Expired",,
"10/31/2017","P17BP06714","Building Permit","Single Family Residence Alteration","Final",,
"10/31/2017","P17BP06712","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/31/2017","P17BP06706","Building Permit","Commercial Building Other","Final",,
"10/30/2017","P17BP06703","Building Permit","Single Family Residence Addition","Final",,
"10/30/2017","P17BP06702","Building Permit","Single Family Residence New","Issued",,
"10/30/2017","P17BP06701","Building Permit","Single Family Residence Alteration","Final",,
"10/30/2017","P17BP06699","Building Permit","Single Family Residence Addition","Final",,
"10/30/2017","P17BP06693","Building Permit","Single Family Residence New","Final",,
"10/30/2017","P17BP06692","Building Permit","Commercial Building Addition","Permit Expired",,
"10/30/2017","P17BP06690","Building Permit","Single Family Residence New","Final",,
"10/30/2017","P17BP06689","Building Permit","Commercial Building Other","Final",,
"10/30/2017","P17BP06688","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/30/2017","P17BP06685","Building Permit","Single Family Residence Alteration","C of O",,
"10/30/2017","P17BP06684","Building Permit","Single Family Residence New","Final",,
"10/30/2017","P17BP06683","Building Permit","Single Family Residence New","Final",,
"10/30/2017","P17BP06680","Building Permit","Single Family Residence New","Issued",,
"10/30/2017","P17BP06677","Building Permit","Single Family Residence Addition","Final",,
"10/30/2017","P17BP06676","Building Permit","Single Family Residence Addition","Final",,
"10/30/2017","P17BP06674","Building Permit","Single Family Residence Alteration","Issued",,
"10/30/2017","P17BP06673","Building Permit","Single Family Residence New","Final",,
"10/30/2017","P17BP06672","Building Permit","Single Family Residence New","Issued",,
"10/27/2017","P17BP06668","Building Permit","Single Family Residence New","Final",,
"10/27/2017","P17BP06667","Building Permit","Single Family Residence Addition","Issued",,
"10/27/2017","P17BP06666","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/27/2017","P17BP06665","Building Permit","Single Family Residence New","Final",,
"10/27/2017","P17BP06645","Building Permit","Single Family Residence New","Issued",,
"10/27/2017","P17BP06644","Building Permit","Single Family Residence New","Final",,
"10/27/2017","P17BP06643","Building Permit","Single Family Residence New","Final",,
"10/27/2017","P17BP06642","Building Permit","Commercial Building Other","Final",,
"10/27/2017","P17BP06641","Building Permit","Single Family Residence New","Final",,
"10/26/2017","P17BP06638","Building Permit","Single Family Residence Other","Application Expired",,
"10/26/2017","P17BP06633","Building Permit","Single Family Residence New","Final",,
"10/26/2017","P17BP06625","Building Permit","Single Family Residence Addition","Final",,
"10/26/2017","P17BP06622","Building Permit","Single Family Residence Addition","Final",,
"10/26/2017","P17BP06621","Building Permit","Single Family Residence New","Final",,
"10/26/2017","P17BP06618","Building Permit","Single Family Residence Other","Final",,
"10/26/2017","P17BP06613","Building Permit","Tenant Improvement","Issued",,
"10/26/2017","P17BP06612","Building Permit","Single Family Residence New","Issued",,
"10/25/2017","P17BP06608","Building Permit","Single Family Residence New","Final",,
"10/25/2017","P17BP06607","Building Permit","Single Family Residence New","Final",,
"10/25/2017","P17BP06601","Building Permit","Single Family Residence Alteration","Issued",,
"10/25/2017","P17BP06597","Building Permit","Single Family Residence New","Final",,
"10/25/2017","P17BP06596","Building Permit","Single Family Residence New","Final",,
"10/25/2017","P17BP06579","Building Permit","Single Family Residence Addition","Final",,
"10/25/2017","P17BP06572","Building Permit","Commercial Building Other","Permit Expired",,
"10/25/2017","P17BP06569","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/25/2017","P17BP06567","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/25/2017","P17BP06566","Building Permit","Commercial Building Addition","C of O",,
"10/24/2017","P17BP06564","Building Permit","Single Family Residence Addition","Final",,
"10/24/2017","P17BP06563","Building Permit","Single Family Residence Other","Final",,
"10/24/2017","P17BP06562","Building Permit","Single Family Residence Alteration","Final",,
"10/24/2017","P17BP06559","Building Permit","Single Family Residence New","Issued",,
"10/24/2017","P17BP06556","Building Permit","Multi-Family Residence Alteration","Final",,
"10/24/2017","P17BP06555","Building Permit","Multi-Family Residence Alteration","Final",,
"10/24/2017","P17BP06552","Building Permit","Single Family Residence Alteration","Final",,
"10/24/2017","P17BP06550","Building Permit","Single Family Residence Addition","Final",,
"10/24/2017","P17BP06547","Building Permit","Single Family Residence New","Final",,
"10/24/2017","P17BP06543","Building Permit","Single Family Residence Alteration","Final",,
"10/24/2017","P17BP06541","Building Permit","Single Family Residence Addition","Final",,
"10/23/2017","P17BP06527","Building Permit","Single Family Residence New","Final",,
"10/23/2017","P17BP06526","Building Permit","Commercial Building Other","Final",,
"10/23/2017","P17BP06525","Building Permit","Commercial Building Other","Final",,
"10/23/2017","P17BP06521","Building Permit","Single Family Residence Addition","Final",,
"10/23/2017","P17BP06520","Building Permit","Single Family Residence Alteration","Final",,
"10/23/2017","P17BP06519","Building Permit","Tenant Improvement","Final",,
"10/23/2017","P17BP06517","Building Permit","Commercial Building Other","Application Expired",,
"10/23/2017","P17BP06516","Building Permit","Tenant Improvement","C of O",,
"10/23/2017","P17BP06512","Building Permit","Commercial Building Other","Final",,
"10/23/2017","P17BP06511","Building Permit","Commercial Building Alteration","C of O",,
"10/23/2017","P17BP06507","Building Permit","Commercial Building Alteration","Final",,
"10/23/2017","P17BP06506","Building Permit","Single Family Residence Alteration","Final",,
"10/20/2017","P17BP06500","Building Permit","Single Family Residence New","Final",,
"10/20/2017","P17BP06499","Building Permit","Single Family Residence New","Issued",,
"10/20/2017","P17BP06498","Building Permit","Single Family Residence New","Final",,
"10/20/2017","P17BP06493","Building Permit","Single Family Residence New","Final",,
"10/20/2017","P17BP06492","Building Permit","Single Family Residence Other","Final",,
"10/20/2017","P17BP06485","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/19/2017","P17BP06484","Building Permit","Single Family Residence Other","Issued",,
"10/19/2017","P17BP06482","Building Permit","Single Family Residence New","Final",,
"10/19/2017","P17BP06481","Building Permit","Single Family Residence New","Final",,
"10/19/2017","P17BP06473","Building Permit","Single Family Residence Alteration","Application Expired",,
"10/19/2017","P17BP06468","Building Permit","Single Family Residence Addition","Issued",,
"10/19/2017","P17BP06467","Building Permit","Single Family Residence Addition","Approved",,
"10/19/2017","P17BP06464","Building Permit","Single Family Residence Alteration","Final",,
"10/19/2017","P17BP06461","Building Permit","Commercial Building Other","Final",,
"10/19/2017","P17BP06460","Building Permit","Single Family Residence New","Issued",,
"10/19/2017","P17BP06459","Building Permit","Commercial Building Other","Issued",,
"10/18/2017","P17BP06458","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/18/2017","P17BP06456","Building Permit","Single Family Residence New","Final",,
"10/18/2017","P17BP06455","Building Permit","Single Family Residence New","Final",,
"10/18/2017","P17BP06453","Building Permit","Commercial Building Other","Issued",,
"10/18/2017","P17BP06452","Building Permit","Commercial Building Other","Withdrawn",,
"10/18/2017","P17BP06450","Building Permit","Single Family Residence Other","Final",,
"10/18/2017","P17BP06445","Building Permit","Tenant Improvement","Application Expired",,
"10/18/2017","P17BP06443","Building Permit","Commercial Building Other","Issued",,
"10/18/2017","P17BP06437","Building Permit","Single Family Residence Alteration","Permit Expired",,
"10/18/2017","P17BP06436","Building Permit","Commercial Building Other","Application Expired",,
"10/18/2017","P17BP06435","Building Permit","Single Family Residence Addition","Final",,
"10/18/2017","P17BP06434","Building Permit","Single Family Residence Addition","Final",,
"10/18/2017","P17BP06431","Building Permit","Single Family Residence Addition","Final",,
"10/18/2017","P17BP06430","Building Permit","Commercial Building Addition","Final",,
"10/18/2017","P17BP06428","Building Permit","Single Family Residence New","Final",,
"10/18/2017","P17BP06427","Building Permit","Single Family Residence Addition","Final",,
"10/18/2017","P17BP06423","Building Permit","Single Family Residence Alteration","Application Expired",,
"10/18/2017","P17BP06422","Building Permit","Single Family Residence Addition","Final",,
"10/18/2017","P17BP06420","Building Permit","Tenant Improvement","C of O",,
"10/17/2017","P17BP06415","Building Permit","Single Family Residence Addition","Void",,
"10/17/2017","P17BP06414","Building Permit","Single Family Residence Addition","Final",,
"10/17/2017","P17BP06406","Building Permit","Single Family Residence Addition","Final",,
"10/17/2017","P17BP06404","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/17/2017","P17BP06401","Building Permit","Single Family Residence Addition","Issued",,
"10/17/2017","P17BP06392","Building Permit","Single Family Residence New","Final",,
"10/17/2017","P17BP06390","Building Permit","Single Family Residence New","Final",,
"10/17/2017","P17BP06389","Building Permit","Single Family Residence New","Final",,
"10/17/2017","P17BP06388","Building Permit","Single Family Residence New","Final",,
"10/16/2017","P17BP06387","Building Permit","Single Family Residence Addition","Final",,
"10/16/2017","P17BP06386","Building Permit","Single Family Residence New","Issued",,
"10/16/2017","P17BP06383","Building Permit","Single Family Residence Addition - for Permit P08CP00647 COMBO/SADD -","Issued","TUCSON WEST RANCHETTES LOT 14",
"10/13/2017","P17BP06366","Building Permit","Single Family Residence Addition","Final",,
"10/13/2017","P17BP06362","Building Permit","Single Family Residence New","Issued",,
"10/13/2017","P17BP06361","Building Permit","Commercial Building Other","Final",,
"10/13/2017","P17BP06354","Building Permit","Single Family Residence Addition","Final",,
"10/13/2017","P17BP06352","Building Permit","Single Family Residence Addition","Final",,
"10/13/2017","P17BP06351","Building Permit","Single Family Residence New","Permit Expired",,
"10/13/2017","P17BP06348","Building Permit","Single Family Residence New","Issued",,
"10/12/2017","P17BP06345","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/12/2017","P17BP06343","Building Permit","Commercial Building Alteration","Final",,
"10/12/2017","P17BP06342","Building Permit","Single Family Residence Addition","Final",,
"10/12/2017","P17BP06341","Building Permit","Single Family Residence Addition","Withdrawn",,
"10/12/2017","P17BP06340","Building Permit","Tenant Improvement","C of O",,
"10/12/2017","P17BP06339","Building Permit","Commercial Building Addition","Issued",,
"10/12/2017","P17BP06338","Building Permit","Commercial Building Other","Final",,
"10/12/2017","P17BP06335","Building Permit","Single Family Residence Alteration","Issued",,
"10/11/2017","P17BP06330","Building Permit","Single Family Residence Alteration","Permit Expired",,
"10/11/2017","P17BP06329","Building Permit","Single Family Residence Addition","Final",,
"10/11/2017","P17BP06325","Building Permit","Commercial Building Alteration","Issued",,
"10/11/2017","P17BP06324","Building Permit","Single Family Residence New","Final",,
"10/11/2017","P17BP06320","Building Permit","Commercial Building Alteration","Final",,
"10/11/2017","P17BP06317","Building Permit","Single Family Residence Alteration","Final",,
"10/11/2017","P17BP06315","Building Permit","Single Family Residence Addition","Final",,
"10/11/2017","P17BP06312","Building Permit","Commercial Building Other","Issued",,
"10/10/2017","P17BP06303","Building Permit","Single Family Residence Addition","Application Expired",,
"10/10/2017","P17BP06302","Building Permit","Single Family Residence Addition","Final",,
"10/10/2017","P17BP06299","Building Permit","Commercial Building Other","Final",,
"10/10/2017","P17BP06296","Building Permit","Single Family Residence New","Withdrawn",,
"10/10/2017","P17BP06295","Building Permit","Single Family Residence New","Final",,
"10/10/2017","P17BP06294","Building Permit","Single Family Residence Alteration","Permit Expired",,
"10/10/2017","P17BP06292","Building Permit","Single Family Residence New","Final",,
"10/10/2017","P17BP06291","Building Permit","Commercial Building Other","Final",,
"10/10/2017","P17BP06289","Building Permit","Single Family Residence New","Issued",,
"10/10/2017","P17BP06287","Building Permit","Single Family Residence Alteration","Issued",,
"10/10/2017","P17BP06285","Building Permit","Single Family Residence Addition","Final",,
"10/10/2017","P17BP06283","Building Permit","Single Family Residence New","Final",,
"10/10/2017","P17BP06281","Building Permit","Single Family Residence Addition","Final",,
"10/09/2017","P17BP06275","Building Permit","Single Family Residence Alteration","Final",,
"10/09/2017","P17BP06274","Building Permit","Single Family Residence Alteration","Final",,
"10/09/2017","P17BP06271","Building Permit","Single Family Residence Addition","Deficient",,
"10/09/2017","P17BP06269","Building Permit","DETACHED GUEST HOUSE","Final",,
"10/09/2017","P17BP06268","Building Permit","Single Family Residence Addition","Final",,
"10/09/2017","P17BP06261","Building Permit","Single Family Residence Addition","Void",,
"10/09/2017","P17BP06257","Building Permit","Tenant Improvement","Void",,
"10/06/2017","P17BP06248","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/06/2017","P17BP06246","Building Permit","Single Family Residence New","Final",,
"10/06/2017","P17BP06245","Building Permit","Single Family Residence New","Final",,
"10/06/2017","P17BP06244","Building Permit","Single Family Residence New","Final",,
"10/06/2017","P17BP06243","Building Permit","Single Family Residence Alteration","Final",,
"10/06/2017","P17BP06242","Building Permit","Single Family Residence New","Issued",,
"10/06/2017","P17BP06241","Building Permit","Single Family Residence New","Void",,
"10/06/2017","P17BP06235","Building Permit","Single Family Residence New","Issued",,
"10/06/2017","P17BP06233","Building Permit","Single Family Residence Alteration","Final",,
"10/06/2017","P17BP06232","Building Permit","Single Family Residence Addition","Final",,
"10/06/2017","P17BP06230","Building Permit","Single Family Residence Addition","Issued",,
"10/06/2017","P17BP06228","Building Permit","Single Family Residence New","Final",,
"10/06/2017","P17BP06227","Building Permit","Single Family Residence New","Final",,
"10/05/2017","P17BP06224","Building Permit","Single Family Residence Alteration","Final",,
"10/05/2017","P17BP06223","Building Permit","Commercial Building Alteration","Final",,
"10/05/2017","P17BP06222","Building Permit","Commercial Building Other","Issued",,
"10/05/2017","P17BP06220","Building Permit","Single Family Residence Addition","Permit Expired",,
"10/05/2017","P17BP06219","Building Permit","Commercial Building Other","Issued",,
