,0
13212,9
13213,5
13214,8
13215,9
13216,8
13217,6
13218,4
13219,8
13220,6
13221,8
13222,5
13223,9
13224,4
13225,0
13226,4
13227,7
13228,8
13229,7
13230,3
13231,1
13232,6
13233,5
13234,5
13235,3
13236,8
13237,9
13238,0
13239,9
13240,9
13241,2
13242,1
13243,8
13244,8
13245,6
13246,2
13247,3
13248,6
13249,0
13250,0
13251,1
13252,8
13253,8
13254,6
13255,4
13256,7
13257,3
13258,4
13259,8
13260,4
13261,1
13262,6
13263,7
13264,7
13265,4
13266,1
13267,0
13268,2
13269,8
13270,9
13271,8
13272,0
13273,1
13274,6
13275,1
13276,8
13277,0
13278,3
13279,4
13280,4
13281,4
13282,8
13283,0
13284,8
13285,6
13286,3
13287,6
13288,0
13289,0
13290,9
13291,6
13292,1
13293,1
13294,9
13295,1
13296,9
13297,5
13298,1
13299,0
13300,4
13301,5
13302,4
13303,8
13304,9
13305,4
13306,7
13307,1
13308,9
13309,7
13310,3
13311,3
13312,7
13313,9
13314,2
13315,7
13316,9
13317,4
13318,7
13319,4
13320,0
13321,1
13322,0
13323,9
13324,5
13325,1
13326,1
13327,4
13328,2
13329,5
13330,7
13331,9
13332,1
13333,6
13334,3
13335,7
13336,0
13337,9
13338,1
13339,4
13340,7
13341,7
13342,1
13343,9
13344,3
13345,2
13346,4
13347,0
13348,1
13349,7
13350,1
13351,3
13352,3
13353,8
13354,5
13355,0
13356,2
13357,9
13358,9
13359,0
13360,1
13361,2
13362,5
13363,6
13364,7
13365,6
13366,4
13367,6
13368,4
13369,6
13370,3
13371,0
13372,4
13373,4
13374,6
13375,5
13376,8
13377,9
13378,3
13379,5
13380,1
13381,3
13382,0
13383,9
13384,1
13385,5
13386,2
13387,4
13388,9
13389,0
13390,7
13391,2
13392,6
13393,5
13394,0
13395,8
13396,8
13397,7
13398,5
13399,7
13400,9
13401,7
13402,0
13403,4
13404,6
13405,5
13406,0
13407,2
13408,1
13409,7
13410,3
13411,8
13412,5
13413,7
13414,1
13415,7
13416,1
13417,4
13418,9
13419,8
13420,5
13421,6
13422,0
13423,0
13424,0
13425,9
13426,5
13427,3
13428,0
13429,0
13430,2
13431,4
13432,5
13433,2
13434,5
13435,5
13436,1
13437,5
13438,1
13439,1
13440,6
13441,4
13442,1
13443,6
13444,3
13445,1
13446,9
13447,2
13448,1
13449,9
13450,7
13451,9
13452,6
13453,9
13454,6
13455,8
13456,4
13457,2
13458,3
13459,0
13460,6
13461,3
13462,2
13463,7
13464,2
13465,7
13466,2
13467,1
13468,1
13469,2
13470,9
13471,7
13472,7
13473,4
13474,4
13475,5
13476,8
13477,9
13478,1
13479,2
13480,2
13481,1
13482,5
13483,6
13484,5
13485,5
13486,7
13487,2
13488,4
13489,8
13490,8
13491,8
13492,9
13493,2
13494,7
13495,4
13496,5
13497,1
13498,0
13499,8
13500,5
13501,0
13502,8
13503,0
13504,0
13505,2
13506,7
13507,4
13508,7
13509,0
13510,7
13511,5
13512,3
13513,6
13514,7
13515,0
13516,8
13517,7
13518,2
13519,0
13520,7
13521,7
13522,9
13523,2
13524,9
13525,9
13526,3
13527,6
13528,1
13529,8
13530,1
13531,3
13532,9
13533,4
13534,6
13535,1
13536,2
13537,2
13538,0
13539,6
13540,1
13541,3
13542,4
13543,4
13544,8
13545,5
13546,4
13547,1
13548,6
13549,1
13550,2
13551,6
13552,1
13553,6
13554,7
13555,6
13556,0
13557,9
13558,7
13559,4
13560,3
13561,4
13562,9
13563,4
13564,3
13565,4
13566,7
13567,5
13568,6
13569,8
13570,7
13571,9
13572,3
13573,1
13574,4
13575,0
13576,9
13577,4
13578,5
13579,5
13580,6
13581,8
13582,1
13583,8
13584,4
13585,1
13586,7
13587,3
13588,7
13589,8
13590,1
13591,1
13592,1
13593,5
13594,0
13595,7
13596,2
13597,0
13598,7
13599,4
13600,7
13601,0
13602,4
13603,9
13604,7
13605,2
13606,4
13607,8
13608,0
13609,7
13610,5
13611,1
13612,0
13613,6
13614,2
13615,3
13616,6
13617,0
13618,8
13619,8
13620,4
13621,5
13622,0
13623,4
13624,7
13625,9
13626,0
13627,2
13628,6
13629,2
13630,9
13631,9
13632,4
13633,3
13634,7
13635,4
13636,7
13637,1
13638,1
13639,7
13640,7
13641,7
13642,9
13643,2
13644,3
13645,9
13646,0
13647,6
13648,1
13649,0
13650,1
13651,6
13652,0
13653,3
13654,9
13655,7
13656,1
13657,3
13658,5
13659,4
13660,9
13661,3
13662,0
13663,2
13664,6
13665,5
13666,3
13667,2
13668,9
13669,2
13670,7
13671,9
13672,2
13673,4
13674,1
13675,0
13676,2
13677,8
13678,6
13679,0
13680,6
13681,0
13682,3
13683,7
13684,0
13685,0
13686,4
13687,6
13688,0
13689,9
13690,4
13691,3
13692,5
13693,4
13694,0
13695,8
13696,4
13697,7
13698,8
13699,9
13700,5
13701,5
13702,2
13703,2
13704,6
13705,3
13706,9
13707,6
13708,4
13709,5
13710,7
13711,6
13712,3
13713,3
13714,1
13715,6
13716,1
13717,7
13718,7
13719,1
13720,6
13721,7
13722,5
13723,2
13724,7
13725,5
13726,0
13727,2
13728,9
13729,0
13730,6
13731,2
13732,7
13733,7
13734,2
13735,1
13736,1
13737,6
13738,9
13739,0
13740,7
13741,1
13742,8
13743,5
13744,0
13745,4
13746,5
13747,5
13748,1
13749,3
13750,0
13751,2
13752,4
13753,7
13754,1
13755,6
13756,7
13757,1
13758,6
13759,5
13760,0
13761,8
13762,5
13763,1
13764,4
13765,7
13766,7
13767,9
13768,0
13769,2
13770,3
13771,5
13772,6
13773,1
13774,5
13775,0
13776,1
13777,7
13778,1
13779,1
13780,0
13781,6
13782,7
13783,1
13784,6
13785,6
13786,9
13787,8
13788,7
13789,6
13790,7
13791,4
13792,2
13793,8
13794,7
13795,4
13796,3
13797,3
13798,9
13799,6
13800,6
13801,4
13802,7
13803,1
13804,3
13805,3
13806,4
13807,0
13808,0
13809,1
13810,0
13811,0
13812,6
13813,9
13814,5
13815,4
13816,5
13817,4
13818,2
13819,0
13820,8
13821,8
13822,3
13823,9
13824,5
13825,8
13826,8
13827,1
13828,5
13829,6
13830,6
13831,2
13832,6
13833,6
13834,2
13835,2
13836,5
13837,9
13838,7
13839,6
13840,7
13841,3
13842,7
13843,8
13844,4
13845,7
13846,4
13847,2
13848,8
13849,1
13850,5
13851,2
13852,4
13853,4
13854,2
13855,6
13856,5
13857,3
13858,0
13859,1
13860,0
13861,7
13862,8
13863,5
13864,1
13865,3
13866,1
13867,7
13868,6
13869,7
13870,3
13871,2
13872,4
13873,3
13874,1
13875,9
13876,4
13877,7
13878,9
13879,2
13880,3
13881,3
13882,2
13883,0
13884,8
13885,4
13886,2
13887,5
13888,8
13889,1
13890,7
13891,2
13892,6
13893,5
13894,5
13895,6
13896,5
13897,7
13898,5
13899,4
13900,3
13901,5
13902,3
13903,4
13904,4
13905,1
13906,1
13907,3
13908,8
13909,3
13910,0
13911,6
13912,2
13913,2
13914,4
13915,3
13916,7
13917,7
13918,0
13919,4
13920,0
13921,9
13922,8
13923,5
13924,6
13925,0
13926,0
13927,5
13928,5
13929,6
13930,2
13931,6
13932,6
13933,1
13934,9
13935,0
13936,8
13937,0
13938,3
13939,0
13940,3
13941,7
13942,1
13943,9
13944,1
13945,3
13946,9
13947,2
13948,6
13949,1
13950,1
13951,6
13952,0
13953,2
13954,8
13955,5
13956,7
13957,4
13958,7
13959,3
13960,6
13961,2
13962,3
13963,4
13964,0
13965,8
13966,8
13967,0
13968,0
13969,3
13970,6
13971,6
13972,5
13973,7
13974,9
13975,3
13976,5
13977,8
13978,2
13979,1
13980,3
13981,9
13982,1
13983,1
13984,7
13985,8
13986,0
13987,1
13988,1
13989,0
13990,0
13991,5
13992,4
13993,5
13994,9
13995,2
13996,7
13997,4
13998,3
13999,3
14000,3
14001,1
14002,7
14003,7
14004,9
14005,2
14006,9
14007,7
14008,3
14009,7
14010,3
14011,4
14012,6
14013,2
14014,2
14015,9
14016,1
14017,4
14018,4
14019,9
14020,5
14021,6
14022,0
14023,9
14024,5
14025,8
14026,3
14027,9
14028,7
14029,0
14030,1
14031,4
14032,1
14033,6
14034,0
14035,6
14036,8
14037,9
14038,5
14039,4
14040,3
14041,7
14042,6
14043,5
14044,3
14045,3
14046,7
14047,3
14048,9
14049,5
14050,6
14051,0
14052,7
14053,7
14054,9
14055,7
14056,3
14057,7
14058,1
14059,0
14060,3
14061,9
14062,7
14063,5
14064,6
14065,7
14066,6
14067,0
14068,6
14069,5
14070,1
14071,4
14072,0
14073,0
14074,3
14075,1
14076,7
14077,5
14078,0
14079,0
14080,9
14081,4
14082,7
14083,0
14084,9
14085,1
14086,6
14087,2
14088,2
14089,1
14090,8
14091,1
14092,3
14093,9
14094,5
14095,1
14096,9
14097,6
14098,4
14099,6
14100,3
14101,0
14102,3
14103,3
14104,1
14105,7
14106,2
14107,8
14108,9
14109,1
14110,0
14111,2
14112,1
14113,0
14114,7
14115,0
14116,5
14117,1
14118,6
14119,1
14120,1
14121,1
14122,7
14123,4
14124,0
14125,7
14126,8
14127,8
14128,9
14129,1
14130,4
14131,0
14132,4
14133,4
14134,8
14135,1
14136,3
14137,2
14138,1
14139,4
14140,1
14141,4
14142,0
14143,9
14144,2
14145,8
14146,0
14147,3
14148,4
14149,4
14150,8
14151,8
14152,0
14153,4
14154,1
14155,3
14156,1
14157,9
14158,5
14159,3
14160,1
14161,8
14162,4
14163,3
14164,8
14165,4
14166,1
14167,8
14168,7
14169,0
14170,5
14171,6
14172,1
14173,0
14174,0
14175,7
14176,4
14177,3
14178,2
14179,5
14180,5
14181,7
14182,5
14183,3
14184,4
14185,6
14186,4
14187,5
14188,4
14189,4
14190,3
14191,1
14192,9
14193,5
14194,7
14195,1
14196,8
14197,5
14198,1
14199,2
14200,1
14201,2
14202,6
14203,7
14204,1
14205,2
14206,7
14207,2
14208,6
14209,1
14210,7
14211,7
14212,9
14213,4
14214,0
14215,4
14216,8
14217,1
14218,1
14219,1
14220,4
14221,0
14222,0
14223,9
14224,9
14225,3
14226,6
14227,5
14228,0
14229,8
14230,6
14231,6
14232,3
14233,6
14234,9
14235,5
14236,2
14237,3
14238,2
14239,8
14240,9
14241,2
14242,7
14243,7
14244,9
14245,8
14246,9
14247,9
14248,1
14249,6
14250,1
14251,9
14252,6
14253,9
14254,5
14255,7
14256,1
14257,2
14258,8
14259,7
14260,7
14261,2
14262,3
14263,4
14264,2
14265,2
14266,1
14267,3
14268,4
14269,3
14270,1
14271,3
14272,9
14273,8
14274,8
14275,8
14276,5
14277,1
14278,5
14279,8
14280,4
14281,2
14282,9
14283,9
14284,3
14285,2
14286,4
14287,9
14288,4
14289,6
14290,6
14291,7
14292,5
14293,8
14294,6
14295,6
14296,4
14297,7
14298,8
14299,0
14300,4
14301,0
14302,8
14303,4
14304,8
14305,5
14306,3
14307,5
14308,8
14309,6
14310,5
14311,2
14312,1
14313,1
14314,7
14315,6
14316,5
14317,1
14318,5
14319,1
14320,0
14321,2
14322,0
14323,4
14324,6
14325,8
14326,3
14327,5
14328,8
14329,2
14330,9
14331,7
14332,7
14333,1
14334,9
14335,4
14336,1
14337,1
14338,7
14339,9
14340,1
14341,1
14342,6
14343,7
14344,4
14345,4
14346,1
14347,3
14348,1
14349,1
14350,8
14351,2
14352,5
14353,5
14354,5
14355,4
14356,9
14357,0
14358,8
14359,3
14360,0
14361,8
14362,0
14363,2
14364,9
14365,7
14366,6
14367,6
14368,7
14369,6
14370,3
14371,9
14372,1
14373,2
14374,6
14375,5
14376,1
14377,9
14378,3
14379,1
14380,7
14381,5
14382,9
14383,1
14384,8
14385,5
14386,5
14387,1
14388,9
14389,0
14390,6
14391,2
14392,4
14393,0
14394,7
14395,4
14396,9
14397,5
14398,4
14399,5
14400,6
14401,8
14402,6
14403,0
14404,1
14405,7
14406,4
14407,2
14408,0
14409,4
14410,1
14411,4
14412,3
14413,5
14414,2
14415,3
14416,2
14417,2
14418,5
14419,6
14420,8
14421,7
14422,3
14423,7
14424,1
14425,9
14426,0
14427,9
14428,7
14429,2
14430,1
14431,1
14432,4
14433,3
14434,5
14435,1
14436,2
14437,9
14438,3
14439,0
14440,9
14441,5
14442,6
14443,6
14444,1
14445,8
14446,5
14447,4
14448,6
14449,2
14450,9
14451,6
14452,2
14453,3
14454,2
14455,5
14456,5
14457,8
14458,7
14459,8
14460,1
14461,8
14462,5
14463,3
14464,9
14465,1
14466,3
14467,5
14468,4
14469,9
14470,5
14471,0
14472,7
14473,4
14474,6
14475,4
14476,2
14477,8
14478,7
14479,2
14480,4
14481,9
14482,0
14483,3
14484,0
14485,2
14486,9
14487,8
14488,3
14489,8
14490,1
14491,3
14492,8
14493,1
14494,5
14495,6
14496,6
14497,3
14498,1
14499,9
14500,8
14501,8
14502,8
14503,5
14504,2
14505,8
14506,8
14507,7
14508,4
14509,7
14510,1
14511,4
14512,2
14513,8
14514,7
14515,4
14516,2
14517,6
14518,0
14519,0
14520,1
14521,9
14522,3
14523,6
14524,6
14525,0
14526,1
14527,6
14528,6
14529,1
14530,1
14531,2
14532,9
14533,2
14534,3
14535,0
14536,3
14537,3
14538,3
14539,2
14540,3
14541,7
14542,3
14543,1
14544,3
14545,7
14546,9
14547,6
14548,3
14549,5
14550,4
14551,2
14552,3
14553,6
14554,0
14555,4
14556,0
14557,8
14558,4
14559,7
14560,0
14561,6
14562,3
14563,7
14564,3
14565,8
14566,3
14567,7
14568,8
14569,3
14570,3
14571,9
14572,6
14573,7
14574,9
14575,8
14576,0
14577,3
14578,3
14579,1
14580,9
14581,0
14582,7
14583,5
14584,3
14585,3
14586,1
14587,8
14588,2
14589,0
14590,8
14591,4
14592,0
14593,2
14594,6
14595,8
14596,4
14597,2
14598,9
14599,1
14600,7
14601,6
14602,3
14603,9
14604,1
14605,3
14606,8
14607,9
14608,6
14609,2
14610,1
14611,1
14612,2
14613,1
14614,7
14615,3
14616,9
14617,0
14618,1
14619,4
14620,2
14621,1
14622,9
14623,4
14624,1
14625,8
14626,1
14627,8
14628,9
14629,8
14630,5
14631,5
14632,4
14633,3
14634,6
14635,5
14636,3
14637,8
14638,9
14639,3
14640,4
14641,0
14642,0
14643,1
14644,3
14645,4
14646,2
14647,7
14648,4
14649,2
14650,3
14651,1
14652,9
14653,4
14654,4
14655,1
14656,2
14657,2
14658,1
14659,4
14660,8
14661,1
14662,7
14663,5
14664,3
14665,4
14666,8
14667,2
14668,3
14669,5
14670,6
14671,7
14672,0
14673,0
14674,8
14675,3
14676,9
14677,8
14678,3
14679,3
14680,3
14681,5
14682,6
14683,1
14684,9
14685,4
14686,5
14687,5
14688,2
14689,7
14690,2
14691,9
14692,3
14693,6
14694,6
14695,1
14696,0
14697,3
14698,9
14699,9
14700,1
14701,1
14702,4
14703,8
14704,8
14705,7
14706,4
14707,2
14708,3
14709,1
14710,4
14711,1
14712,6
14713,0
14714,2
14715,0
14716,8
14717,0
14718,6
14719,7
14720,7
14721,4
14722,2
14723,2
14724,9
14725,9
14726,3
14727,9
14728,1
14729,7
14730,9
14731,6
14732,8
14733,8
14734,3
14735,1
14736,9
14737,7
14738,6
14739,5
14740,9
14741,5
14742,3
14743,8
14744,2
14745,5
14746,9
14747,2
14748,4
14749,1
14750,2
14751,8
14752,8
14753,8
14754,1
14755,7
14756,1
14757,3
14758,8
14759,7
14760,3
14761,1
14762,2
14763,0
14764,4
14765,7
14766,8
14767,7
14768,3
14769,1
14770,0
14771,6
14772,3
14773,8
14774,4
14775,6
14776,7
14777,3
14778,3
14779,7
14780,0
14781,0
14782,3
14783,9
14784,1
14785,0
14786,2
14787,1
14788,2
14789,8
14790,2
14791,9
14792,7
14793,0
14794,7
14795,3
14796,0
14797,0
14798,9
14799,2
14800,8
14801,3
14802,4
14803,9
14804,3
14805,0
14806,0
14807,6
14808,4
14809,9
14810,8
14811,3
14812,7
14813,8
14814,6
14815,0
14816,4
14817,6
14818,4
14819,8
14820,6
14821,0
14822,1
14823,8
14824,4
14825,9
14826,6
14827,7
14828,4
14829,8
14830,7
14831,6
14832,1
14833,5
14834,0
14835,4
14836,3
14837,7
14838,2
14839,1
14840,4
14841,9
14842,6
14843,2
14844,9
14845,1
14846,3
14847,3
14848,4
14849,2
14850,0
14851,6
14852,6
14853,5
14854,3
14855,0
14856,9
14857,5
14858,3
14859,4
14860,0
14861,4
14862,4
14863,2
14864,1
14865,4
14866,5
14867,3
14868,7
14869,1
14870,1
14871,1
14872,6
14873,4
14874,0
14875,8
14876,6
14877,9
14878,9
14879,4
14880,1
14881,9
14882,6
14883,3
14884,3
14885,4
14886,9
14887,0
14888,8
14889,8
14890,1
14891,7
14892,5
14893,3
14894,8
14895,9
14896,1
14897,4
14898,9
14899,2
14900,9
14901,7
14902,0
14903,0
14904,4
14905,7
14906,9
14907,9
14908,4
14909,2
14910,4
14911,5
14912,2
14913,9
14914,1
14915,3
14916,2
14917,9
14918,9
14919,7
14920,9
14921,2
14922,2
14923,4
14924,4
14925,6
14926,5
14927,6
14928,8
14929,4
14930,1
14931,0
14932,4
14933,5
14934,6
14935,5
14936,8
14937,8
14938,7
14939,3
14940,4
14941,7
14942,8
14943,8
14944,9
14945,6
14946,8
14947,1
14948,1
14949,7
14950,4
14951,4
14952,2
14953,0
14954,1
14955,4
14956,7
14957,6
14958,2
14959,8
14960,5
14961,5
14962,6
14963,3
14964,5
14965,0
14966,9
14967,7
14968,3
14969,4
14970,7
14971,2
14972,0
14973,2
14974,0
14975,7
14976,4
14977,6
14978,5
14979,7
14980,5
14981,4
14982,2
14983,8
14984,7
14985,8
14986,5
14987,2
14988,0
14989,6
14990,4
14991,0
14992,5
14993,0
14994,8
14995,7
14996,5
14997,8
14998,7
14999,7
15000,7
15001,3
15002,1
15003,8
15004,3
15005,1
15006,2
15007,1
15008,5
15009,6
15010,7
15011,3
15012,3
15013,1
15014,4
15015,3
15016,1
15017,2
15018,1
15019,1
15020,9
15021,8
15022,2
15023,6
15024,5
15025,9
15026,6
15027,1
15028,3
15029,5
15030,4
15031,9
15032,1
15033,1
15034,7
15035,6
15036,8
15037,9
15038,7
15039,6
15040,8
15041,3
15042,5
15043,1
15044,0
15045,8
15046,8
15047,0
15048,4
15049,5
15050,7
15051,8
15052,7
15053,3
15054,9
15055,2
15056,7
15057,5
15058,1
15059,0
15060,8
15061,8
15062,0
15063,4
15064,7
15065,0
15066,7
15067,0
15068,6
15069,2
15070,9
15071,6
15072,7
15073,7
15074,9
15075,4
15076,0
15077,8
15078,2
15079,9
15080,2
15081,6
15082,1
15083,4
15084,7
15085,8
15086,5
15087,7
15088,4
15089,7
15090,9
15091,5
15092,9
15093,2
15094,9
15095,1
15096,6
15097,1
15098,9
15099,9
15100,7
15101,5
15102,5
15103,3
15104,1
15105,6
15106,7
15107,6
15108,9
15109,8
15110,3
15111,2
15112,9
15113,3
15114,6
15115,5
15116,5
15117,3
15118,1
15119,7
15120,2
15121,3
15122,3
15123,5
15124,4
15125,9
15126,8
15127,5
15128,7
15129,6
15130,9
15131,5
15132,1
15133,6
15134,8
15135,0
15136,3
15137,4
15138,1
15139,5
15140,3
15141,9
15142,1
15143,2
15144,8
15145,4
15146,5
15147,7
15148,3
15149,6
15150,4
15151,3
15152,8
15153,8
15154,0
15155,9
15156,5
15157,5
15158,6
15159,6
15160,0
15161,5
15162,1
15163,4
15164,5
15165,8
15166,3
15167,5
15168,4
15169,0
15170,8
15171,7
15172,2
15173,7
15174,2
15175,4
15176,7
15177,0
15178,6
15179,8
15180,6
15181,6
15182,8
15183,6
15184,5
15185,5
15186,7
15187,7
15188,8
15189,8
15190,9
15191,9
15192,1
15193,3
15194,7
15195,9
15196,3
15197,3
15198,3
15199,0
15200,2
15201,9
15202,3
15203,3
15204,8
15205,2
15206,1
15207,0
15208,8
15209,9
15210,1
15211,6
15212,2
15213,2
15214,0
15215,8
15216,3
15217,8
15218,1
15219,3
15220,9
15221,4
15222,0
15223,9
15224,7
15225,7
15226,1
15227,1
15228,1
15229,2
15230,1
15231,5
15232,6
15233,5
15234,8
15235,8
15236,6
15237,7
15238,9
15239,7
15240,3
15241,4
15242,9
15243,0
15244,5
15245,2
15246,8
15247,0
15248,0
15249,2
15250,1
15251,8
15252,9
15253,8
15254,8
15255,9
15256,1
15257,4
15258,7
15259,9
15260,7
15261,9
15262,7
15263,8
15264,5
15265,9
15266,4
15267,7
15268,8
15269,4
15270,5
15271,2
15272,4
15273,9
15274,0
15275,9
15276,7
15277,2
15278,1
15279,0
15280,2
15281,9
15282,7
15283,6
15284,9
15285,6
15286,2
15287,0
15288,0
15289,6
15290,4
15291,8
15292,4
15293,1
15294,2
15295,8
15296,6
15297,4
15298,5
15299,9
15300,7
15301,9
15302,4
15303,1
15304,1
15305,7
15306,4
15307,5
15308,7
15309,9
15310,7
15311,0
15312,6
15313,0
15314,7
15315,6
15316,0
15317,0
15318,2
15319,7
15320,4
15321,8
15322,6
15323,1
15324,6
15325,5
15326,7
15327,8
15328,5
15329,5
15330,3
15331,8
15332,1
15333,4
15334,4
15335,3
15336,1
15337,7
15338,0
15339,7
15340,0
15341,1
15342,4
15343,6
15344,1
15345,6
15346,4
15347,8
15348,7
15349,5
15350,5
15351,6
15352,3
15353,5
15354,0
15355,7
15356,7
15357,3
15358,5
15359,3
15360,4
15361,9
15362,0
15363,7
15364,3
15365,9
15366,1
15367,4
15368,5
15369,5
15370,7
15371,0
15372,2
15373,7
15374,5
15375,0
15376,8
15377,1
15378,0
15379,6
15380,1
15381,6
15382,0
15383,3
15384,8
15385,4
15386,0
15387,4
15388,2
15389,2
15390,3
15391,9
15392,9
15393,0
15394,9
15395,8
15396,4
15397,0
15398,1
15399,3
15400,9
15401,4
15402,3
15403,9
15404,6
15405,2
15406,0
15407,7
15408,3
15409,7
15410,8
15411,4
15412,2
15413,8
15414,1
15415,7
15416,4
15417,2
15418,4
15419,8
15420,4
15421,3
15422,5
15423,9
15424,5
15425,6
15426,6
15427,0
15428,4
15429,0
15430,2
15431,9
15432,0
15433,8
15434,7
15435,4
15436,8
15437,9
15438,6
15439,4
15440,6
15441,2
15442,2
15443,3
15444,5
15445,0
15446,2
15447,7
15448,2
15449,6
15450,6
15451,7
15452,0
15453,4
15454,4
15455,9
15456,9
15457,9
15458,0
15459,9
15460,2
15461,1
15462,6
15463,9
15464,0
15465,0
15466,0
15467,5
15468,6
15469,1
15470,7
15471,4
15472,4
15473,3
15474,9
15475,9
15476,3
15477,3
15478,1
15479,3
15480,9
15481,2
15482,0
15483,6
15484,6
15485,9
15486,8
15487,3
15488,5
15489,4
15490,1
15491,8
15492,6
15493,0
15494,4
15495,3
15496,3
15497,0
15498,8
15499,8
15500,1
15501,5
15502,9
15503,3
15504,5
15505,8
15506,6
15507,3
15508,7
15509,5
15510,1
15511,1
15512,9
15513,2
15514,8
15515,4
15516,6
15517,7
15518,9
15519,0
15520,7
15521,4
15522,0
15523,5
15524,7
15525,1
15526,5
15527,3
15528,7
15529,6
15530,4
15531,6
15532,6
15533,2
15534,9
15535,1
15536,8
15537,7
15538,1
15539,5
15540,8
15541,6
15542,2
15543,9
15544,0
15545,0
15546,7
15547,6
15548,4
15549,0
15550,1
15551,2
15552,9
15553,8
15554,6
15555,3
15556,3
15557,0
15558,9
15559,0
15560,6
15561,7
15562,6
15563,4
15564,6
15565,8
15566,5
15567,9
15568,6
15569,4
15570,2
15571,9
15572,1
15573,6
15574,5
15575,7
15576,0
15577,2
15578,0
15579,3
15580,6
15581,6
15582,1
15583,1
15584,2
15585,4
15586,9
15587,4
15588,9
15589,0
15590,5
15591,6
15592,8
15593,1
15594,5
15595,1
15596,4
15597,9
15598,8
15599,3
15600,4
15601,3
15602,1
15603,0
15604,7
15605,5
15606,2
15607,1
15608,9
15609,1
15610,7
15611,2
15612,9
15613,7
15614,9
15615,5
15616,1
15617,7
15618,6
15619,8
15620,6
15621,0
15622,3
15623,3
15624,9
15625,5
15626,8
15627,7
15628,1
15629,9
15630,2
15631,2
15632,6
15633,8
15634,8
15635,1
15636,4
15637,6
15638,2
15639,0
15640,6
15641,1
15642,9
15643,9
15644,0
15645,1
15646,0
15647,2
15648,2
15649,4
15650,8
15651,1
15652,9
15653,9
15654,0
15655,4
15656,8
15657,6
15658,8
15659,7
15660,7
15661,3
15662,1
15663,2
15664,5
15665,5
15666,9
15667,5
15668,6
15669,8
15670,8
15671,6
15672,3
15673,3
15674,5
15675,8
15676,8
15677,0
15678,9
15679,5
15680,9
15681,9
15682,8
15683,3
15684,9
15685,4
15686,5
15687,4
15688,7
15689,9
15690,5
15691,2
15692,3
15693,2
15694,2
15695,6
15696,2
15697,0
15698,7
15699,3
15700,5
15701,9
15702,9
15703,7
15704,9
15705,7
15706,9
15707,3
15708,4
15709,5
15710,7
15711,1
15712,8
15713,1
15714,5
15715,8
15716,6
15717,0
15718,2
15719,1
15720,5
15721,4
15722,2
15723,8
15724,1
15725,9
15726,0
15727,5
15728,0
15729,7
15730,9
15731,4
15732,1
15733,2
15734,8
15735,8
15736,7
15737,1
15738,9
15739,8
15740,8
15741,9
15742,6
15743,4
15744,0
15745,1
15746,5
15747,9
15748,9
15749,7
15750,9
15751,9
15752,3
15753,9
15754,2
15755,9
15756,4
15757,8
15758,0
15759,1
15760,8
15761,1
15762,6
15763,7
15764,8
15765,9
15766,8
15767,8
15768,0
15769,8
15770,1
15771,7
15772,8
15773,9
15774,6
15775,7
15776,3
15777,8
15778,7
15779,8
15780,6
15781,7
15782,9
15783,2
15784,3
15785,8
15786,7
15787,5
15788,0
15789,9
15790,2
15791,3
15792,6
15793,2
15794,4
15795,9
15796,2
15797,2
15798,8
15799,4
15800,9
15801,0
15802,8
15803,6
15804,8
15805,2
15806,7
15807,9
15808,0
15809,6
15810,1
15811,2
15812,5
15813,9
15814,6
15815,8
15816,5
15817,0
15818,6
15819,8
15820,7
15821,9
15822,4
15823,9
15824,4
15825,8
15826,0
15827,8
15828,6
15829,1
15830,6
15831,3
15832,2
15833,7
15834,2
15835,1
15836,6
15837,8
15838,8
15839,7
15840,9
15841,4
15842,8
15843,0
15844,7
15845,0
15846,7
15847,8
15848,6
15849,0
15850,4
15851,5
15852,9
15853,7
15854,6
15855,0
15856,0
15857,0
15858,4
15859,3
15860,9
15861,1
15862,1
15863,7
15864,9
15865,1
15866,8
15867,8
15868,6
15869,7
15870,7
15871,6
15872,3
15873,6
15874,9
15875,1
15876,5
15877,1
15878,3
15879,9
15880,1
15881,4
15882,6
15883,9
15884,4
15885,9
15886,3
15887,8
15888,5
15889,1
15890,2
15891,0
15892,6
15893,5
15894,9
15895,2
15896,7
15897,0
15898,3
15899,1
15900,6
15901,2
15902,1
15903,0
15904,5
15905,8
15906,8
15907,4
15908,9
15909,8
15910,2
15911,1
15912,5
15913,9
15914,1
15915,7
15916,9
15917,2
15918,3
15919,8
15920,6
15921,6
15922,7
15923,4
15924,3
15925,4
15926,8
15927,6
15928,8
15929,2
15930,5
15931,9
15932,3
15933,6
15934,4
15935,7
15936,6
15937,1
15938,7
15939,8
15940,6
15941,9
15942,9
15943,8
15944,2
15945,5
15946,3
15947,0
15948,9
15949,6
15950,9
15951,2
15952,6
15953,1
15954,3
15955,8
15956,7
15957,0
15958,3
15959,8
15960,7
15961,1
15962,9
15963,3
15964,1
15965,1
15966,1
15967,5
15968,4
15969,9
15970,3
15971,3
15972,7
15973,7
15974,8
15975,5
15976,5
15977,2
15978,3
15979,1
15980,6
15981,3
15982,6
15983,9
15984,3
15985,5
15986,3
15987,4
15988,0
15989,5
15990,4
15991,7
15992,1
15993,7
15994,4
15995,9
15996,5
15997,1
15998,7
15999,9
16000,4
16001,6
16002,8
16003,5
16004,0
16005,8
16006,7
16007,8
16008,3
16009,3
16010,2
